template_code	retro_template	template_hash	classification	library_occurence	conditions
3237	[c;H0;D3;+0:2]-[c;H0;D3;+0:1]1:[c;H0;D3;+0:3]:[cH;D2;+0:4]:[c;H0;D3;+0:5]:[s;H0;D2;+0:6]:1>>Cl-[C;H0;D3;+0:1](-[c;H0;D3;+0:2])=[C;H0;D3;+0:3]-[CH;D2;+0:4]=O.[CH2;D2;+0:5]-[SH;D1;+0:6]	9df5f895599405902b61989be924512802aa0ff722d7dce2f091182e7a117b75	0.0 Unrecognized	14	1
3238	[C;H0;D4;+0:2]1-[CH2;D2;+0:3]-[O;H0;D2;+0:1]-1>>C-C(=O)-O-[OH;D1;+0:1].[C;H0;D3;+0:2]=[CH2;D1;+0:3]	9e0c3f6f4b824ca4fbb73155fffaa3b932461825f7fdd320ab08943d6b3abfdb	0.0 Unrecognized	5	1
3239	[N;H0;D3;+0:5]-[c;H0;D3;+0:4]1:[cH;D2;+0:3]:[cH;D2;+0:1]:[n;H0;D2;+0:10]:[c;H0;D3;+0:9]2:[s;H0;D2;+0:11]:[c;H0;D3;+0:2]:[c;H0;D3;+0:7](-[NH2;D1;+0:8]):[c;H0;D3;+0:6]:1:2>>C-c1:c:c:[cH;D2;+0:1]:c:c:1.Cl-[CH2;D2;+0:2].[CH3;D1;+0:3]/[C;H0;D3;+0:4](-[N;H0;D3;+0:5])=[C;H0;D3;+0:6](\[C;H0;D2;+0:7]#[N;H0;D1;+0:8])-[C;H0;D3;+0:9](-[NH2;D1;+0:10])=[S;H0;D1;+0:11]	9e150908ba52128ee1e0921f690fac7c8111a6f799b7f20e124e5f61127adc09	0.0 Unrecognized	3	1
3240	[O;H0;D1;+0:2]=[c;H0;D3;+0:1]1:[c;H0;D3;+0:3]:[c;H0;D3;+0:4](:[cH;D2;+0:6]):[cH;D2;+0:5]:[c;H0;D3;+0:7]:[nH;D2;+0:8]:1>>C-C-N(-C-C)-[C;H0;D3;+0:1](=[O;H0;D1;+0:2])-[c;H0;D3;+0:3]:[c;H0;D3;+0:4](-[CH3;D1;+0:5]):[c;H0;D3;+0:6]-C.[C;H0;D2;+0:7]#[N;H0;D1;+0:8]	9e17534f02646e3f413a3ee11998ca212ce1b3b46adc6b834f10bac5eca1ad2e	0.0 Unrecognized	30	1
3241	[O;H0;D1;+0:2]=[C;H0;D3;+0:1]1-[N;H0;D3;+0:3]-[CH2;D2;+0:4]-[C@H;D3;+0:5]-[N;H0;D3;+0:6]-1-[O;H0;D2;+0:7]>>Cl-C(-Cl)(-Cl)-O-[C;H0;D3;+0:1](=[O;H0;D1;+0:2])-O-C(-Cl)(-Cl)-Cl.[NH;D2;+0:3]-[CH2;D2;+0:4]-[C@@H;D3;+0:5]-[NH;D2;+0:6]-[O;H0;D2;+0:7]	9e1ac0481af7d2018b0f42b8fdb07ed459ed82943eeb76bd6b2a0d3216d3adbb	0.0 Unrecognized	63	1
3242	[O;H0;D1;+0:2]=[C;H0;D3;+0:1]1-[N;H0;D3;+0:6]-[CH2;D2;+0:5]-[C;H0;D4;+0:4]-[NH;D2;+0:3]-1>>Cl-C(-Cl)(-Cl)-O-[C;H0;D3;+0:1](=[O;H0;D1;+0:2])-O-C(-Cl)(-Cl)-Cl.[NH2;D1;+0:3]-[C;H0;D4;+0:4]-[CH2;D2;+0:5]-[NH;D2;+0:6]	9e229851a4d0d78b9717a31234b5b05f94e03b9ef593d88e613cc6efc78b5a8b	0.0 Unrecognized	8	1
3243	[C;H0;D3;+0:2]1=[C;H0;D3;+0:1]-[S;H0;D2;+0:3]-[CH;D3;+0:4]-[CH2;D2;+0:5]-[S;H0;D2;+0:6]-1>>Cl-[CH;D3;+0:1]-[C;H0;D3;+0:2]=O.[SH;D1;+0:3]-[CH;D3;+0:4]-[CH2;D2;+0:5]-[SH;D1;+0:6]	9e22e01767b7f4a95307bbf23579aaaa96bad3ff7fa46bcde036873743164c09	0.0 Unrecognized	8	1
3244	[C;H0;D3;+0:4]1-[N;H0;D3;+0:3]-[CH2;D2;+0:2]-[CH2;D2;+0:1]-[O;H0;D2;+0:7]-[c;H0;D3;+0:6]:[c;H0;D3;+0:5]-1>>O-[CH2;D2;+0:1]-[CH2;D2;+0:2]-[N;H0;D3;+0:3]-[C;H0;D3;+0:4]-[c;H0;D3;+0:5]:[c;H0;D3;+0:6]-[OH;D1;+0:7]	9e2760ccd9019b8a49d61f6bf02a02969f4e20f11b393473e6523badc2998854	0.0 Unrecognized	8	1
3245	[O;H0;D1;+0:2]=[c;H0;D3;+0:1]1:[c;H0;D3;+0:3]:[c;H0;D3;+0:4]:[n;H0;D3;+0:8](:[n;H0;D2;+0:9]):[c;H0;D3;+0:6](:[n;H0;D2;+0:7]):[nH;D2;+0:5]:1>>C-C-O-[C;H0;D3;+0:1](=[O;H0;D1;+0:2])-[CH;D3;+0:3]-[C;H0;D3;+0:4]=O.[NH2;D1;+0:5]-[c;H0;D3;+0:6](:[nH;D2;+0:7]):[n;H0;D2;+0:8]:[n;H0;D2;+0:9]	9e3698956c2da266563d96a0139d81fc0e3da983fd7eea1a6872ad8efd5b7916	0.0 Unrecognized	30	1
3246	[C;H0;D4;+0:5]1-[CH2;D2;+0:1]-[CH;D2;+0:2]=[CH;D2;+0:3]-[CH2;D2;+0:4]-1>>Cl-[CH2;D2;+0:1]/[CH;D2;+0:2]=[CH;D2;+0:3]\[CH2;D2;+0:4]-Cl.[CH2;D2;+0:5]	9e3f7af3403a5f473a6ce47269a8a5ed2555473271b053d5705e57eeb136b9a5	0.0 Unrecognized	21	1
3247	[NH2;D1;+0:1]-[c;H0;D3;+0:5]1:[c;H0;D3;+0:6]:[c;H0;D3;+0:7]:[n;H0;D2;+0:8]:[c;H0;D3;+0:2](-[c;H0;D3;+0:3]):[n;H0;D2;+0:4]:1>>[N;H0;D1;+0:1]#[C;H0;D2;+0:2]-[c;H0;D3;+0:3].[N;H0;D1;+0:4]#[C;H0;D2;+0:5]-[c;H0;D3;+0:6]:[c;H0;D3;+0:7]-[NH2;D1;+0:8]	9e4b000474e73d94299c15ae4908f56e120a5a1937bc05f5ad3c005e1067ffff	0.0 Unrecognized	10	1
3248	[NH2;D1;+0:5]-[c;H0;D3;+0:4]1:[c;H0;D3;+0:6]:[s;H0;D2;+0:7]:[c;H0;D3;+0:1](-[c;H0;D3;+0:2]):[cH;D2;+0:3]:1>>Cl-[C;H0;D3;+0:1](-[c;H0;D3;+0:2])=[CH;D2;+0:3]-[C;H0;D2;+0:4]#[N;H0;D1;+0:5].[CH2;D2;+0:6]-[SH;D1;+0:7]	9e4b0f2dc5a262a7f0a9a29ce7ffdc3c1aca72408d914b7134b71de12848329d	0.0 Unrecognized	9	1
3249	[CH2;D2;+0:3]1-[CH2;D2;+0:2]-[CH2;D2;+0:1]-[O;H0;D2;+0:6]-[CH;D3;+0:5]-[O;H0;D2;+0:4]-1>>C-C-[CH2;D2;+0:1]-[CH;D3;+0:2](-C-O)-[CH2;D2;+0:3]-[OH;D1;+0:4].[CH;D2;+0:5]=[O;H0;D1;+0:6]	9e4e4a5c27c7389be3efcf33ecf3b44ccce1d399bc1c9ee99439d201ce9b1f2d	0.0 Unrecognized	3	1
3250	[O;H0;D1;+0:2]=[C;H0;D3;+0:1]1-[CH2;D2;+0:7]-[C@;H0;D4;+0:5](-[OH;D1;+0:6])-[C@H;D3;+0:4]-[NH;D2;+0:3]-1>>C-C(-C)(-C)-O-[C;H0;D3;+0:1](=[O;H0;D1;+0:2])-[NH;D2;+0:3]-[C@@H;D3;+0:4]-[C;H0;D3;+0:5]=[O;H0;D1;+0:6].C-C(=O)-[CH3;D1;+0:7]	9e549238af6ca5829e89fe891f256e7ec8b132858a45f46a4f1dc78dbd1b8eaf	0.0 Unrecognized	9	1
3251	[c;H0;D3;+0:1]-[B;H0;D3;+0:2]1-[O;H0;D2;+0:3]-[CH2;D2;+0:4]-[C;H0;D4;+0:5]-[CH2;D2;+0:6]-[O;H0;D2;+0:7]-1>>Br-[c;H0;D3;+0:1].C-C(-C)-O-[B;H0;D3;+0:2](-O-C(-C)-C)-O-C(-C)-C.[OH;D1;+0:3]-[CH2;D2;+0:4]-[C;H0;D4;+0:5]-[CH2;D2;+0:6]-[OH;D1;+0:7]	9e9b607f237c797bbc04d146a3a07e0e551e6a4bfc9d3504e7eca13cdab2314c	0.0 Unrecognized	8	1
3252	[Cl;H0;D1;+0:8]-[c;H0;D3;+0:7]1:[c;H0;D3;+0:6]:[c;H0;D3;+0:5]:[c;H0;D3;+0:4]:[c;H0;D3;+0:3]2:[c;H0;D3;+0:19]:1-[C;H0;D4;+0:10](-[c;H0;D3;+0:9]1:[cH;D2;+0:15]:[cH;D2;+0:16]:[c;H0;D3;+0:17](-[N;H0;D3;+0:18]):[cH;D2;+0:14]:[c;H0;D3;+0:13]:1-[N;H0;D3;+0:12])-[O;H0;D2;+0:11]-[C;H0;D3;+0:1]-2=[O;H0;D1;+0:2]>>O-[C;H0;D3;+0:1](=[O;H0;D1;+0:2])-[c;H0;D3;+0:3]1:[c;H0;D3;+0:4]:[c;H0;D3;+0:5]:[c;H0;D3;+0:6]:[c;H0;D3;+0:7](-[Cl;H0;D1;+0:8]):[c;H0;D3;+0:9]:1-[C;H0;D3;+0:10]=[O;H0;D1;+0:11].[N;H0;D3;+0:12]-[c;H0;D3;+0:13]1:[cH;D2;+0:14]:[cH;D2;+0:15]:[cH;D2;+0:16]:[c;H0;D3;+0:17](-[N;H0;D3;+0:18]):[cH;D2;+0:19]:1	9ea2e6638731b29e87099ca2c4d27458f3f2f4d75753c50d384565e197bb106b	0.0 Unrecognized	11	1
3253	[O;H0;D1;+0:2]=[c;H0;D3;+0:1]1:[n;H0;D3;+0:3]:[c;H0;D3;+0:4]:[c;H0;D3;+0:5]:[nH;D2;+0:6]:1>>C-O-[C;H0;D3;+0:1](=[O;H0;D1;+0:2])-[N;H0;D3;+0:3]-[c;H0;D3;+0:4]:[c;H0;D3;+0:5]-[NH2;D1;+0:6]	9ead9add8621b7fbe539e25963e9ff16491745810abcf856a01878df1df0bf84	0.0 Unrecognized	9	1
3254	[CH2;D2;+0:3]1-[CH;D3;+0:4]-[O;H0;D2;+0:5]-[CH2;D2;+0:1]-[N;H0;D3;+0:2]-1>>O=[CH2;D1;+0:1].[NH;D2;+0:2]-[CH2;D2;+0:3]-[CH;D3;+0:4]-[OH;D1;+0:5]	9ed08a91cfe4ebc824899e7f7cd20b9376d7256a5207f660a8fea29c521467b7	0.0 Unrecognized	7	1
3255	[c;H0;D3;+0:2]-[c;H0;D3;+0:1]1:[n;H0;D2;+0:5]:[cH;D2;+0:6]:[c;H0;D3;+0:7]:[n;H0;D2;+0:8]:[c;H0;D3;+0:3]:1-[c;H0;D3;+0:4]>>O=[C;H0;D3;+0:1](-[c;H0;D3;+0:2])-[C;H0;D3;+0:3](=O)-[c;H0;D3;+0:4].[NH2;D1;+0:5]-[CH2;D2;+0:6]-[CH;D3;+0:7]-[NH2;D1;+0:8]	9ed929d159dd35f9ac72e4fca88b2b8c98d86ec3940476186ff390f133944c3a	0.0 Unrecognized	11	1
3256	[c;H0;D3;+0:4]-[c;H0;D3;+0:3]1:[cH;D2;+0:2]:[nH;D2;+0:1]:[n;H0;D2;+0:6]:[n;H0;D2;+0:5]:1>>O=[N+;H0;D3:1](-[O-])/[CH;D2;+0:2]=[CH;D2;+0:3]/[c;H0;D3;+0:4].[N-;H0;D1:5]=[N+;H0;D2:6]=[N-]	9edbc0b11f457e0d5f2723d76c769d0fa065b73903eb5335aa9b4d2886365b20	0.0 Unrecognized	8	1
3257	[O;H0;D1;+0:3]=[C;H0;D3;+0:2]1-[CH;D3;+0:1]-[O;H0;D2;+0:7]-[c;H0;D3;+0:6]:[c;H0;D3;+0:5]-[NH;D2;+0:4]-1>>Br-[CH;D3;+0:1]-[C;H0;D3;+0:2](=[O;H0;D1;+0:3])-O-C.[NH2;D1;+0:4]-[c;H0;D3;+0:5]:[c;H0;D3;+0:6]-[OH;D1;+0:7]	9efa05a6909b0e6a8b1b318d02197b7f1f6bba389c98a8f41d45d6e1d28be0e5	0.0 Unrecognized	8	1
3258	[F;H0;D1;+0:3]-[c;H0;D3;+0:2]1:[cH;D2;+0:4]:[n;H0;D2;+0:5]:[c;H0;D3;+0:6]:[n;H0;D3;+0:7](:[n;H0;D2;+0:8]):[cH;D2;+0:1]:1>>C-C(-C)-N(-[CH;D2;+0:1]=[C;H0;D3;+0:2](-[F;H0;D1;+0:3])-[CH;D2;+0:4]=O)-C(-C)-C.[NH2;D1;+0:5]-[c;H0;D3;+0:6]:[nH;D2;+0:7]:[n;H0;D2;+0:8]	9f1b4cb0d14cbbe5dddfafa28255058368ccce7cc7a8b5aae5cd01f1e5bef39e	0.0 Unrecognized	14	1
3259	[O;H0;D1;+0:2]=[c;H0;D3;+0:3]1:[c;H0;D3;+0:6]:[c;H0;D3;+0:7]:[o;H0;D2;+0:8]:[c;H0;D3;+0:1]:[c;H0;D3;+0:4]:1-[c;H0;D3;+0:5]>>C-C-C(=O)-O-[C;H0;D3;+0:1]=O.[O;H0;D1;+0:2]=[C;H0;D3;+0:3](-[CH2;D2;+0:4]-[c;H0;D3;+0:5])-[c;H0;D3;+0:6]:[c;H0;D3;+0:7]-[OH;D1;+0:8]	9f27b3aeb641ee3451fcecafce25e86953290ced4d2bc3b9e83f96990d699567	0.0 Unrecognized	54	1
3260	[C;H0;D3;+0:1]1=[N;H0;D2;+0:7]-[CH2;D2;+0:6]-[c;H0;D3;+0:5]:[c;H0;D3;+0:4]-[c;H0;D3;+0:3]:[c;H0;D3;+0:2]-1>>O=[C;H0;D3;+0:1]-[c;H0;D3;+0:2]:[c;H0;D3;+0:3]-[c;H0;D3;+0:4]:[c;H0;D3;+0:5]-[CH2;D2;+0:6]-[N;H0;D2;+0:7]=[N+]=[N-]	9f285666f04b11d19cb546e5d55683cd936ece23f694eb25de64b2fcfd048580	0.0 Unrecognized	16	1
3261	[n;H0;D2;+0:2]:[c;H0;D3;+0:1]1:[c;H0;D3;+0:3]-[C;H0;D3;+0:4]-[N;H0;D3;+0:5]-[CH2;D2;+0:6]-[CH2;D2;+0:7]-[O;H0;D2;+0:8]-1>>Cl-[c;H0;D3;+0:1](:[n;H0;D2;+0:2]):[c;H0;D3;+0:3]-[C;H0;D3;+0:4]-[N;H0;D3;+0:5]-[CH2;D2;+0:6]-[CH2;D2;+0:7]-[OH;D1;+0:8]	9f30bcef7371e2178f083c0edcf4ec010ae18e49cedd51c9c875e2198d34d662	0.0 Unrecognized	24	1
3262	[O;H0;D1;+0:2]=[C;H0;D3;+0:1]1-[N;H0;D3;+0:7]-[c;H0;D3;+0:6]:[c;H0;D3;+0:5]-[CH2;D2;+0:4]-[NH;D2;+0:3]-1>>Cl-C(-Cl)(-Cl)-O-[C;H0;D3;+0:1](=[O;H0;D1;+0:2])-O-C(-Cl)(-Cl)-Cl.[NH2;D1;+0:3]-[CH2;D2;+0:4]-[c;H0;D3;+0:5]:[c;H0;D3;+0:6]-[NH;D2;+0:7]	9f31a53ac6edbef1e70ce7fd39b0f23841bcb47e39e678fa62fa833597443322	0.0 Unrecognized	9	1
3263	[C;H0;D3;+0:5]1=[N;H0;D2;+0:4]-[S;H0;D4;+0:3]-[c;H0;D3;+0:2]:[c;H0;D3;+0:1]-[NH;D2;+0:6]-1>>N-[c;H0;D3;+0:1]:[c;H0;D3;+0:2]-[S;H0;D4;+0:3]-[NH2;D1;+0:4].[C;H0;D2;+0:5]#[N;H0;D1;+0:6]	9f36093dd5b4aff6b5cc5b66942c4440da91ef4d6fdb77385167dcd684b7d497	0.0 Unrecognized	4	1
3264	[C;H0;D3;+0:6]1=[N;H0;D2;+0:1]-[CH2;D2;+0:2]-[CH2;D2;+0:3]-[n;H0;D3;+0:4]:[c;H0;D3;+0:5]-1>>C-C(-C)(-C)-O-C(=O)-[NH;D2;+0:1]-[CH2;D2;+0:2]-[CH2;D2;+0:3]-[n;H0;D3;+0:4]:[c;H0;D3;+0:5]-[C;H0;D3;+0:6]=O	9f36b3f23e966e79e77060c9a7f962e4272825da211943bfbb2537d5a62ca878	0.0 Unrecognized	29	1
3265	[N;H0;D2;+0:4]=[C;H0;D3;+0:5]1-[N;H0;D3;+0:3]-[CH2;D2;+0:2]-[CH2;D2;+0:1]-[S;H0;D2;+0:6]-1>>Cl-[CH2;D2;+0:1]-[CH2;D2;+0:2]-[NH;D2;+0:3].[N;H0;D2;+0:4]=[C;H0;D2;+0:5]=[S;H0;D1;+0:6]	9f3c57faa4537e3c27b7be27974f88acf9b65412c53e4e2e56f9d858a460ac04	0.0 Unrecognized	69	1
3266	[O;H0;D1;+0:2]=[C;H0;D3;+0:1]1-[NH;D2;+0:3]-[C@H;D3;+0:4]-[C;H0;D4;+0:5]-[O;H0;D2;+0:6]-1>>C-C(-C)(-C)-O-[C;H0;D3;+0:1](=[O;H0;D1;+0:2])-[NH;D2;+0:3]-[C@@H;D3;+0:4]-[C;H0;D4;+0:5]-[OH;D1;+0:6]	9f58689672c173be63f82c241789d31fc98e33ab3f5ec1fd9265a7f927f5e609	0.0 Unrecognized	4	1
3267	[cH;D2;+0:3]:[c;H0;D3;+0:4]1:[c;H0;D3;+0:6]:[n;H0;D2;+0:2]:[c;H0;D3;+0:1]:[nH;D2;+0:5]:1>>O-[C;H0;D3;+0:1]=O.[NH2;D1;+0:2]-[c;H0;D3;+0:3]:[c;H0;D3;+0:4](-[NH2;D1;+0:5]):[cH;D2;+0:6]	9f73c4b0e3699a3ab4364a00b0efdf1f670bef2ecf9b96268c59aff4105d5dc5	0.0 Unrecognized	7	1
3268	[O;H0;D2;+0:5]-[CH2;D2;+0:1]-[CH;D3;+0:2]1-[CH2;D2;+0:3]-[O;H0;D2;+0:4]-1>>[CH3;D1;+0:1]-[C;H0;D3;+0:2](-[CH3;D1;+0:3])=[O;H0;D1;+0:4].[OH;D1;+0:5]	9f9b26191f5c47d41912ada25d6d5711e4cdbca6383cec0098644939c2f28548	0.0 Unrecognized	30	1
3269	[c;H0;D3;+0:4]-[c;H0;D3;+0:3]1:[c;H0;D3;+0:2]:[c;H0;D3;+0:1]:[o;H0;D2;+0:6]:[n;H0;D2;+0:5]:1>>F-[c;H0;D3;+0:1]:[c;H0;D3;+0:2]-[C;H0;D3;+0:3](-[c;H0;D3;+0:4])=[N;H0;D2;+0:5]-[OH;D1;+0:6]	9f9c931e950b8643b0d797eb7e05a77467c1730e211f35b541a3068f9c8862c4	0.0 Unrecognized	7	1
3270	[c;H0;D3;+0:5]-[c;H0;D3;+0:4]1:[cH;D2;+0:3]:[cH;D2;+0:1]:[cH;D2;+0:2]:[n;H0;D3;+0:6]:1-[c;H0;D3;+0:7]>>C=[CH;D2;+0:1]-[CH;D2;+0:2]=O.N#[C;H0;D2;+0:3]-[CH;D3;+0:4](-[c;H0;D3;+0:5])-[NH;D2;+0:6]-[c;H0;D3;+0:7]	9fad093693d1e6bd28c149b0fed1637f4254745d077f905bb834bfbe5026844d	0.0 Unrecognized	7	1
3271	[CH2;D2;+0:2]1-[CH;D2;+0:1]=[CH;D2;+0:6]-[c;H0;D3;+0:5]:[c;H0;D3;+0:4]-[O;H0;D2;+0:3]-1>>C=[CH;D2;+0:1]-[CH2;D2;+0:2]-[O;H0;D2;+0:3]-[c;H0;D3;+0:4]:[c;H0;D3;+0:5]-[CH;D2;+0:6]=C	9fb51cb97fa75204e05c4445de51a02e96450b966081d13f85264de072d86033	0.0 Unrecognized	23	1
3272	[SH;D1;+0:2]-[c;H0;D3;+0:1]1:[n;H0;D2;+0:3]:[c;H0;D3;+0:4]:[c;H0;D3;+0:5]:[nH;D2;+0:6]:1>>C-C-O-[C;H0;D3;+0:1](-S)=[S;H0;D1;+0:2].[NH2;D1;+0:3]-[c;H0;D3;+0:4]:[c;H0;D3;+0:5]-[NH2;D1;+0:6]	9fb9c698de85d0103bf740f4173ecf71af568ef22324de04b9272201429b3e9f	0.0 Unrecognized	18	1
3273	[NH2;D1;+0:4]-[C;H0;D3;+0:3]1=[N;H0;D2;+0:2]-[C;H0;D4;+0:1]-[O;H0;D2;+0:6]-[N;H0;D3;+0:5]-1>>[C;H0;D3;+0:1]=[N;H0;D2;+0:2]-[C;H0;D2;+0:3]#[N;H0;D1;+0:4].[NH;D2;+0:5]-[OH;D1;+0:6]	9fce5434cce9e87243c109cfde9ca06ff0e80caf6f57dad10a11cf8ff88aea3b	0.0 Unrecognized	12	1
3274	[nH;D2;+0:7]:[c;H0;D3;+0:6]1:[c;H0;D3;+0:5]-[CH2;D2;+0:4]-[C@@H;D3;+0:3]-[NH;D2;+0:2]-[C;H0;D4;+0:1]-1>>O=[C;H0;D3;+0:1].[NH2;D1;+0:2]-[C@@H;D3;+0:3]-[CH2;D2;+0:4]-[c;H0;D3;+0:5]:[cH;D2;+0:6]:[nH;D2;+0:7]	9fceddda31a4d31b86e566d97db64582774936d32bdf23732cb39a967b89d5ab	0.0 Unrecognized	4	1
3275	[O;H0;D1;+0:2]=[C;H0;D3;+0:1]1-[NH;D2;+0:6]-[C;H0;D4;+0:5]-[c;H0;D3;+0:4]:[c;H0;D3;+0:3]-1>>O-[C;H0;D3;+0:1](=[O;H0;D1;+0:2])-[c;H0;D3;+0:3]:[c;H0;D3;+0:4]-[C;H0;D4;+0:5]-[NH2;D1;+0:6]	9fd52be1658cbf1749814fd0bcdaf9732affd2d98877ad46928af537caaf754d	0.0 Unrecognized	10	1
3276	[O;H0;D1;+0:2]=[c;H0;D3;+0:1]1:[nH;D2;+0:7]:[c;H0;D3;+0:6](=[O;H0;D1;+0:8]):[c;H0;D3;+0:5]:[c;H0;D3;+0:4]:[nH;D2;+0:3]:1>>N-[C;H0;D3;+0:1](=[O;H0;D1;+0:2])-[NH;D2;+0:3]-[c;H0;D3;+0:4]:[c;H0;D3;+0:5]-[C;H0;D3;+0:6](-[NH2;D1;+0:7])=[O;H0;D1;+0:8]	9fff78493b4aae6cdd28b1c047fd3de65ad40f3c6cd88862f41e855fdd7fe126	0.0 Unrecognized	4	1
3277	[O;H0;D1;+0:2]=[c;H0;D3;+0:1]1:[cH;D2;+0:3]:[c;H0;D3;+0:4]:[n;H0;D3;+0:7]:[c;H0;D3;+0:6]:[n;H0;D2;+0:5]:1>>C-C-O-[C;H0;D3;+0:1](=[O;H0;D1;+0:2])-[C;H0;D2;+0:3]#[C;H0;D2;+0:4].[NH2;D1;+0:5]-[c;H0;D3;+0:6]:[n;H0;D2;+0:7]	a011ee174219fcd3f3259ddf16137c73e1bcaaa250951b1a41a7dc7b2e2e0984	0.0 Unrecognized	5	1
3278	[c;H0;D3;+0:2]1:[c;H0;D3;+0:5]:[c;H0;D3;+0:4]:[s;H0;D2;+0:3]:[cH;D2;+0:1]:1>>Cl-[CH2;D2;+0:1]-[C;H0;D3;+0:2]=O.[SH;D1;+0:3]-[c;H0;D3;+0:4]:[cH;D2;+0:5]	a0205610215737b549205ebfa65183ef7aec818ec6f57fe46537b7be064ac2de	0.0 Unrecognized	9	1
3279	[CH2;D2;+0:5]1-[N;H0;D3;+0:6]-[CH;D2;+0:1]=[N;H0;D2;+0:2]-[c;H0;D3;+0:3]:[c;H0;D3;+0:4]-1>>C-C-O-[CH;D3;+0:1](-O-C-C)-O-C-C.[NH2;D1;+0:2]-[c;H0;D3;+0:3]:[c;H0;D3;+0:4]-[CH2;D2;+0:5]-[NH;D2;+0:6]	a0235563f4575dfafa45f13642856a2d5d9ebe5ecc1f207a839bd54bed4e8eb1	0.0 Unrecognized	4	1
3280	[O;H0;D1;+0:7]=[c;H0;D3;+0:5]1:[c;H0;D3;+0:6]:[c;H0;D3;+0:1]:[n;H0;D3;+0:2]:[n;H0;D3;+0:3]:1-[c;H0;D3;+0:4]>>O=[C;H0;D3;+0:1]-[N;H0;D3;+0:2]-[N;H0;D3;+0:3](-[c;H0;D3;+0:4])-[C;H0;D3;+0:5](-[CH2;D2;+0:6])=[O;H0;D1;+0:7]	a02b82a6987eff789d4f68a0604be2a657efef1bb8b85e8ed57e1698398511d4	0.0 Unrecognized	3	1
3281	[O;H0;D1;+0:2]=[C;H0;D3;+0:1]1-[CH;D3;+0:3]-[C;H0;D3;+0:4]-[CH2;D2;+0:5]-[N;H0;D3;+0:6]-1>>C-C-O-[C;H0;D3;+0:1](=[O;H0;D1;+0:2])-[CH;D3;+0:3]-[C;H0;D3;+0:4]-[CH2;D2;+0:5]-[NH;D2;+0:6]	a02de0acdd1a0c2cb85ccf16800e534654701cb2f44676563cc31c93fc6d559b	0.0 Unrecognized	12	1
3282	[n;H0;D2;+0:6]:[n;H0;D3;+0:5]1:[c;H0;D3;+0:1]:[n;H0;D2;+0:2]:[n;H0;D2;+0:3]:[c;H0;D3;+0:4]:1>>C-C-O-[C;H0;D3;+0:1]=O.[NH2;D1;+0:2]-[NH;D2;+0:3]-[c;H0;D3;+0:4]:[n;H0;D2;+0:5]:[n;H0;D2;+0:6]	a03ac959f46bae478a9b8b8b35ab9658caed62ed85c9f6ac92f84a07138bbbd9	0.0 Unrecognized	18	1
3283	[C;H0;D4;+0:2]1-[CH2;D2;+0:3]-[CH2;D2;+0:1]-[c;H0;D3;+0:6]:[c;H0;D3;+0:5]-[O;H0;D2;+0:4]-1>>O=[CH2;D1;+0:1].[C;H0;D3;+0:2]=[CH2;D1;+0:3].[OH;D1;+0:4]-[c;H0;D3;+0:5]:[cH;D2;+0:6]	a05367ff564f64f63613427d06d77e15939454504eab115d9e0c6dcb86ddc027	0.0 Unrecognized	4	1
3284	[O;H0;D1;+0:7]=[C;H0;D3;+0:6]1-[N;H0;D3;+0:5]-[C;H0;D3;+0:1](=[O;H0;D1;+0:2])-[CH2;D2;+0:3]-[N;H0;D3;+0:4]-1>>O-[C;H0;D3;+0:1](=[O;H0;D1;+0:2])-[CH2;D2;+0:3]-[NH;D2;+0:4].[N;H0;D2;+0:5]=[C;H0;D2;+0:6]=[O;H0;D1;+0:7]	a06557649bd9bb7c123588a4f2658ef1fa66bb01525f34cba811cf1358a13f16	0.0 Unrecognized	5	1
3285	[c;H0;D3;+0:4]-[c;H0;D3;+0:3]1:[n;H0;D2;+0:5]:[n;H0;D2;+0:6]:[c;H0;D3;+0:1]:[n;H0;D3;+0:2]:1>>C-N=[C;H0;D3;+0:1]-[NH;D2;+0:2].O=[C;H0;D3;+0:3](-[c;H0;D3;+0:4])-[NH;D2;+0:5]-[NH2;D1;+0:6]	a079e4e927bbe6437b635aee5392a968615f2fd5921a16a015fb5266323e440b	0.0 Unrecognized	10	1
3286	[Br;H0;D1;+0:8]-[c;H0;D3;+0:4]1:[cH;D2;+0:5]:[n;H0;D3;+0:6](-[S;H0;D4;+0:7]):[c;H0;D3;+0:1](-[c;H0;D3;+0:2]):[cH;D2;+0:3]:1>>O=[C;H0;D3;+0:1](-[c;H0;D3;+0:2])-[C;H0;D2;+0:3]#[C;H0;D2;+0:4]-[CH2;D2;+0:5]-[NH;D2;+0:6]-[S;H0;D4;+0:7].[BrH;D0;+0:8]	a085088548d9709ea57398aa8fccaa71b97386dfdb1fa974ddd82c8858c7458d	0.0 Unrecognized	6	1
3287	[C;H0;D3;+0:4]1-[N;H0;D3;+0:3]-[CH2;D2;+0:1]-[CH2;D2;+0:2]-[n;H0;D3;+0:6]:[c;H0;D3;+0:5]-1>>Br-[CH2;D2;+0:1]-[CH2;D2;+0:2]-Br.[NH;D2;+0:3]-[C;H0;D3;+0:4]-[c;H0;D3;+0:5]:[nH;D2;+0:6]	a08f7b2091b1afefc33953fbce8a9d14f4c4542bd423256f5114cfcfcb1bdbe5	0.0 Unrecognized	36	1
